,Location,Price,Mileage,Published_Year,Model,Brand,Year,Price_Log
0,Bandaragama,5.0,39000,2024,Honda,Dio,2017,1.791759469228055
1,Gampaha,5.78,30000,2024,Honda,Dio,2018,1.9139771019523042
2,Matara,5.65,15250,2024,Honda,Dio,2017,1.8946168546677629
3,Anuradapura,5.35,44444,2024,Honda,Dio,2018,1.8484548129046001
5,Matara,5.92,34000,2024,Honda,Dio,2019,1.9344157696295783
6,Nawalapitiya,4.3,33000,2024,Honda,Dio,2015,1.667706820558076
7,Kurunegala,4.99,27000,2024,Honda,Dio,2018,1.7900914121273581
9,Nawalapitiya,5.3,28000,2024,Honda,Dio,2018,1.840549633397487
10,Colombo,3.75,45,2024,Honda,Dio,2015,1.55814461804655
11,Kandy,5.35,39600,2024,Honda,Dio,2018,1.8484548129046001
15,Negombo,4.45,60000,2024,Honda,Dio,2016,1.6956156086751528
16,Gampaha,5.49,40000,2024,Honda,Dio,2019,1.8702625307159986
17,Kandy,5.85,32052,2024,Honda,Dio,2019,1.9242486522741338
19,Kalutara,3.47,39000,2024,Honda,Dio,2014,1.4973884086254776
20,Matale,3.77,38000,2024,Honda,Dio,2014,1.5623463049002497
22,Kandy,4.25,30810,2024,Honda,Dio,2015,1.6582280766035324
23,Ratnapura,5.07,29000,2024,Honda,Dio,2017,1.803358605071407
24,Kuliyapitiya,5.8,40000,2024,Honda,Dio,2019,1.916922612182061
26,Polonnaruwa,4.2,28000,2024,Honda,Dio,2015,1.6486586255873816
27,Anuradapura,5.95,25281,2024,Honda,Dio,2019,1.9387416595767009
28,Ratnapura,4.75,27150,2024,Honda,Dio,2017,1.749199854809259
29,Kurunegala,4.15,14600,2024,Honda,Dio,2015,1.6389967146756448
30,Kandy,5.5,30800,2024,Honda,Dio,2018,1.8718021769015913
32,Kandy,5.65,43000,2024,Honda,Dio,2018,1.8946168546677629
34,Kandy,4.05,48000,2024,Honda,Dio,2015,1.6193882432872684
36,Kandy,4.25,48000,2024,Honda,Dio,2015,1.6582280766035324
37,Dehiwala-Mount-Lavinia,4.78,38000,2024,Honda,Dio,2017,1.7544036826842861
38,Kandy,4.45,1000,2024,Honda,Dio,2017,1.6956156086751528
39,Gampaha,5.75,32000,2024,Honda,Dio,2018,1.9095425048844386
40,Kandy,3.35,35000,2024,Honda,Dio,2012,1.4701758451005926
43,Negombo,3.85,28000,2024,Honda,Dio,2014,1.5789787049493917
44,Kurunegala,5.55,21000,2024,Honda,Dio,2019,1.8794650496471605
48,Kalutara,3.28,41000,2024,Honda,Dio,2012,1.4539530095937052
50,Negombo,4.55,25500,2024,Honda,Dio,2016,1.713797927758343
52,Matugama,2.6,11000,2024,Honda,Dio,2012,1.2809338454620642
55,Matara,4.33,28,2024,Honda,Dio,2016,1.673351238177753
56,Mirigama,6.0,38000,2024,Honda,Dio,2018,1.9459101490553132
61,Kurunegala,5.1,52323,2024,Honda,Dio,2017,1.8082887711792655
65,Kuliyapitiya,4.25,50000,2024,Honda,Dio,2015,1.6582280766035324
67,Chilaw,4.45,60000,2024,Honda,Dio,2016,1.6956156086751528
73,Kadawatha,6.9,28000,2024,Honda,Dio,2020,2.066862759472976
74,Kurunegala,3.58,36650,2024,Honda,Dio,2012,1.5216989981260935
76,Anuradapura,4.38,40000,2024,Honda,Dio,2017,1.682688374173693
77,Wennappuwa,4.65,43000,2024,Honda,Dio,2016,1.7316555451583497
80,Kurunegala,5.95,66000,2024,Honda,Dio,2019,1.9387416595767009
81,Mannar,4.75,46000,2024,Honda,Dio,2017,1.749199854809259
82,Mannar,5.15,29000,2024,Honda,Dio,2018,1.8164520818184267
83,Puttalam,6.25,21000,2024,Honda,Dio,2019,1.9810014688665833
85,Wennappuwa,4.58,23500,2024,Honda,Dio,2016,1.7191887763932197
86,Galle,6.35,34500,2024,Honda,Dio,2018,1.9947003132247452
88,Matara,3.28,35263,2024,Honda,Dio,2012,1.4539530095937052
89,Polgahawela,4.45,42000,2024,Honda,Dio,2016,1.6956156086751528
90,Gampaha,4.75,48523,2024,Honda,Dio,2016,1.749199854809259
91,Matara,5.65,40,2024,Honda,Dio,2019,1.8946168546677629
92,Badulla,4.4,32000,2024,Honda,Dio,2016,1.6863989535702288
93,Kurunegala,4.4,52458,2024,Honda,Dio,2014,1.6863989535702288
94,Dompe,3.87,36000,2024,Honda,Dio,2015,1.5830939370944985
95,Piliyandala,5.95,23000,2024,Honda,Dio,2018,1.9387416595767009
97,Kandy,4.15,38000,2024,Honda,Dio,2015,1.6389967146756448
102,Gampaha,4.5,37000,2024,Honda,Dio,2015,1.7047480922384253
104,Kurunegala,5.5,56000,2024,Honda,Dio,2019,1.8718021769015913
105,Malabe,3.55,50000,2024,Honda,Dio,2013,1.5151272329628591
107,Kuliyapitiya,4.0,99999,2024,Honda,Dio,2013,1.6094379124341003
109,Kandy,5.8,23000,2024,Honda,Dio,2018,1.916922612182061
110,Matale,5.87,63000,2024,Honda,Dio,2018,1.927164106234258
111,Kegalle,4.5,23442,2024,Honda,Dio,2017,1.7047480922384253
112,Matale,5.75,25000,2024,Honda,Dio,2018,1.9095425048844386
114,Kaduwela,4.6,58000,2024,Honda,Dio,2017,1.7227665977411035
115,Kalawana,4.7,40000,2024,Honda,Dio,2017,1.7404661748405046
116,Mawanella,4.15,75000,2024,Honda,Dio,2015,1.6389967146756448
117,Kurunegala,4.55,44315,2024,Honda,Dio,2016,1.713797927758343
119,Puttalam,5.3,43000,2024,Honda,Dio,2018,1.840549633397487
121,Kegalle,1.85,37000,2024,Honda,Dio,2011,1.0473189942805592
122,Minuwangoda,4.45,50000,2024,Honda,Dio,2017,1.6956156086751528
123,Nittambuwa,4.3,31000,2024,Honda,Dio,2016,1.667706820558076
124,Galle,5.25,30000,2024,Honda,Dio,2017,1.8325814637483102
126,Gampaha,6.8,27000,2024,Honda,Dio,2020,2.0541237336955462
127,Matara,4.38,43000,2024,Honda,Dio,2016,1.682688374173693
129,Gampaha,5.9,47000,2024,Honda,Dio,2019,1.9315214116032138
130,Anuradapura,4.05,45500,2024,Honda,Dio,2015,1.6193882432872684
131,Colombo,4.15,58310,2024,Honda,Dio,2015,1.6389967146756448
132,Negombo,2.24,1111,2024,Honda,Dio,2012,1.1755733298042381
133,Anuradapura,5.33,25000,2024,Honda,Dio,2018,1.8453002361560848
134,Hambantota,5.9,19669,2024,Honda,Dio,2019,1.9315214116032138
136,Hambantota,4.65,23193,2024,Honda,Dio,2016,1.7316555451583497
137,Gampaha,3.95,42000,2024,Honda,Dio,2015,1.599387576580599
138,Weligama,4.45,31000,2024,Honda,Dio,2016,1.6956156086751528
140,Kandy,5.3,32000,2024,Honda,Dio,2018,1.840549633397487
141,Elpitiya,6.95,17900,2024,Honda,Dio,2020,2.0731719286662407
142,Ambalangoda,3.4,37452,2024,Honda,Dio,2012,1.4816045409242156
145,Tangalle,4.25,86000,2024,Honda,Dio,2015,1.6582280766035324
146,Kurunegala,5.1,49000,2024,Honda,Dio,2017,1.8082887711792655
147,Kuliyapitiya,5.35,27500,2024,Honda,Dio,2018,1.8484548129046001
148,Gampaha,5.9,33000,2024,Honda,Dio,2019,1.9315214116032138
149,Kurunegala,5.1,27000,2024,Honda,Dio,2018,1.8082887711792655
150,Galle,3.53,30000,2024,Honda,Dio,2014,1.5107219394949425
151,Divulapitiya,5.5,18000,2024,Honda,Dio,2018,1.8718021769015913
152,Gampola,5.6,18000,2024,Honda,Dio,2018,1.8870696490323797
153,Padukka,6.1,50000,2024,Honda,Dio,2018,1.9600947840472698
155,Anuradapura,5.45,16000,2024,Honda,Dio,2017,1.864080130807681
156,Colombo,3.5,40500,2024,Honda,Dio,2013,1.5040773967762742
157,Negombo,3.85,28000,2024,Honda,Dio,2014,1.5789787049493917
160,Mirigama,6.1,35000,2024,Honda,Dio,2018,1.9600947840472698
161,Puttalam,5.15,49000,2024,Honda,Dio,2017,1.8164520818184267
162,Kandy,5.45,34000,2024,Honda,Dio,2018,1.864080130807681
163,Matara,5.65,28574,2024,Honda,Dio,2019,1.8946168546677629
164,Kuliyapitiya,3.9,50000,2024,Honda,Dio,2014,1.589235205116581
165,Galle,4.5,22564,2024,Honda,Dio,2016,1.7047480922384253
166,Galle,4.3,25567,2024,Honda,Dio,2015,1.667706820558076
168,Chilaw,4.0,15000,2024,Honda,Dio,2014,1.6094379124341003
169,Minuwangoda,5.85,35000,2024,Honda,Dio,2018,1.9242486522741338
170,Minuwangoda,4.85,35000,2024,Honda,Dio,2017,1.766441661243765
171,Minuwangoda,3.6,35000,2024,Honda,Dio,2012,1.5260563034950492
175,Galle,5.4,33800,2024,Honda,Dio,2017,1.8562979903656263
176,Matara,5.95,39000,2024,Honda,Dio,2020,1.9387416595767009
180,Kottawa,5.45,47000,2024,Honda,Dio,2018,1.864080130807681
182,Polonnaruwa,3.75,50000,2024,Honda,Dio,2014,1.55814461804655
183,Kegalle,4.68,36400,2024,Honda,Dio,2017,1.7369512327330598
184,Matara,4.1,7000,2024,Honda,Dio,2016,1.62924053973028
186,Kandy,4.4,35000,2024,Honda,Dio,2016,1.6863989535702288
188,Matara,4.15,40000,2024,Honda,Dio,2014,1.6389967146756448
189,Tangalle,4.9,23580,2024,Honda,Dio,2016,1.7749523509116738
190,Matara,6.2,27000,2024,Honda,Dio,2019,1.9740810260220096
192,Kuliyapitiya,5.9,15000,2024,Honda,Dio,2023,1.9315214116032138
195,Polgahawela,6.5,24000,2024,Honda,Dio,2018,2.0149030205422647
197,Kurunegala,3.75,38000,2024,Honda,Dio,2014,1.55814461804655
198,Kadawatha,4.3,31000,2024,Honda,Dio,2015,1.667706820558076
199,Kurunegala,4.25,39500,2024,Honda,Dio,2016,1.6582280766035324
200,Kuliyapitiya,2.25,65200,2024,Honda,Dio,2012,1.1786549963416462
201,Dompe,4.77,42269,2024,Honda,Dio,2017,1.7526720805200082
202,Kandy,5.4,50000,2024,Honda,Dio,2018,1.8562979903656263
204,Ratnapura,5.35,28800,2024,Honda,Dio,2018,1.8484548129046001
206,Kelaniya,3.48,44291,2024,Honda,Dio,2013,1.4996230464268938
212,Kurunegala,4.25,29410,2024,Honda,Dio,2015,1.6582280766035324
213,Puttalam,6.15,21000,2024,Honda,Dio,2019,1.9671123567059163
217,Matugama,5.55,32000,2024,Honda,Dio,2018,1.8794650496471605
219,Kandy,4.4,25000,2024,Honda,Dio,2014,1.6863989535702288
221,Matale,4.65,51000,2024,Honda,Dio,2017,1.7316555451583497
223,Panadura,5.85,39000,2024,Honda,Dio,2019,1.9242486522741338
226,Malabe,6.1,19652,2024,Honda,Dio,2019,1.9600947840472698
230,Kurunegala,5.3,33000,2024,Honda,Dio,2018,1.840549633397487
231,Kandy,4.45,31000,2024,Honda,Dio,2016,1.6956156086751528
234,Matara,5.15,32200,2024,Honda,Dio,2017,1.8164520818184267
235,Gampaha,6.15,23154,2024,Honda,Dio,2019,1.9671123567059163
238,Gampaha,3.5,35000,2024,Honda,Dio,2013,1.5040773967762742
242,Embilipitiya,5.15,40000,2024,Honda,Dio,2017,1.8164520818184267
245,Kegalle,4.0,48000,2024,Honda,Dio,2014,1.6094379124341003
246,Kandy,5.5,30000,2024,Honda,Dio,2018,1.8718021769015913
247,Kurunegala,5.2,43980,2024,Honda,Dio,2017,1.824549292051046
248,Horana,5.9,42597,2024,Honda,Dio,2018,1.9315214116032138
250,Colombo,4.45,25000,2024,Honda,Dio,2017,1.6956156086751528
251,Matara,2.35,75680,2024,Honda,Dio,2012,1.208960345836975
252,Moneragala,4.35,1,2024,Honda,Dio,2016,1.6770965609079151
253,Polonnaruwa,4.55,40000,2024,Honda,Dio,2016,1.713797927758343
254,Kurunegala,4.15,30270,2024,Honda,Dio,2014,1.6389967146756448
255,Gampaha,4.8,25000,2024,Honda,Dio,2017,1.7578579175523736
258,Gampaha,3.55,33000,2024,Honda,Dio,2013,1.5151272329628591
259,Gampaha,4.44,29900,2024,Honda,Dio,2016,1.6937790608678513
260,Kaduwela,4.25,62451,2024,Honda,Dio,2015,1.6582280766035324
261,Colombo,5.9,51000,2024,Honda,Dio,2019,1.9315214116032138
262,Galle,4.0,35000,2024,Honda,Dio,2014,1.6094379124341003
266,Ja-Ela,4.05,52800,2024,Honda,Dio,2013,1.6193882432872684
267,Dehiwala-Mount-Lavinia,4.55,35000,2024,Honda,Dio,2016,1.713797927758343
268,Kottawa,5.45,110,2024,Honda,Dio,2018,1.864080130807681
273,Kurunegala,4.45,37000,2024,Honda,Dio,2016,1.6956156086751528
274,Wattala,4.69,32000,2024,Honda,Dio,2017,1.7387102481382397
275,Welimada,4.65,41000,2024,Honda,Dio,2016,1.7316555451583497
277,Piliyandala,5.95,23000,2024,Honda,Dio,2018,1.9387416595767009
279,Galle,3.55,25000,2024,Honda,Dio,2014,1.5151272329628591
281,Mahiyanganaya,6.35,35000,2024,Honda,Dio,2019,1.9947003132247452
282,Kalutara,4.35,55555,2024,Honda,Dio,2016,1.6770965609079151
285,Moratuwa,4.99,32000,2024,Honda,Dio,2017,1.7900914121273581
286,Wennappuwa,5.5,65121,2024,Honda,Dio,2018,1.8718021769015913
287,Puttalam,5.755,32580,2024,Honda,Dio,2018,1.910282971412162
289,Kaduwela,5.58,23490,2024,Honda,Dio,2018,1.884034745337226
290,Matara,6.25,53154,2024,Honda,Dio,2020,1.9810014688665833
292,Moneragala,4.18,35000,2024,Honda,Dio,2015,1.6448050562713916
293,Ragama,5.65,23500,2024,Honda,Dio,2019,1.8946168546677629
296,Kandy,4.45,2500,2024,Honda,Dio,2016,1.6956156086751528
297,Marawila,5.25,40000,2024,Honda,Dio,2017,1.8325814637483102
298,Kottawa,5.48,26500,2024,Honda,Dio,2018,1.8687205103641833
299,Galle,5.4,35265,2024,Honda,Dio,2018,1.8562979903656263
300,Galle,5.98,25845,2024,Honda,Dio,2019,1.9430489167742813
306,Dehiwala-Mount-Lavinia,4.95,27000,2024,Honda,Dio,2017,1.7833912195575383
308,Anuradapura,4.35,50472,2024,Honda,Dio,2016,1.6770965609079151
309,Kandana,4.65,19000,2024,Honda,Dio,2017,1.7316555451583497
314,Kandy,5.4,47000,2024,Honda,Dio,2018,1.8562979903656263
318,Kurunegala,4.95,35000,2024,Honda,Dio,2018,1.7833912195575383
319,Matara,1.85,85000,2024,Honda,Dio,2010,1.0473189942805592
321,Maharagama,5.05,56000,2024,Honda,Dio,2017,1.80005827204275
323,Anuradapura,4.28,41000,2024,Honda,Dio,2015,1.6639260977181702
324,Kuliyapitiya,5.35,38431,2024,Honda,Dio,2018,1.8484548129046001
331,Kalutara,4.0,55000,2024,Honda,Dio,2015,1.6094379124341003
335,Matara,4.9,36000,2024,Honda,Dio,2018,1.7749523509116738
336,Kalmunai,4.55,25000,2024,Honda,Dio,2015,1.713797927758343
337,Polgahawela,6.2,35000,2024,Honda,Dio,2020,1.9740810260220096
339,Galle,4.5,25000,2024,Honda,Dio,2016,1.7047480922384253
340,Anuradapura,5.35,26000,2024,Honda,Dio,2018,1.8484548129046001
345,Colombo,4.45,25000,2024,Honda,Dio,2017,1.6956156086751528
351,Wennappuwa,6.75,25000,2024,Honda,Dio,2020,2.0476928433652555
353,Gampola,4.45,45000,2024,Honda,Dio,2016,1.6956156086751528
354,Chilaw,4.1,48486,2024,Honda,Dio,2015,1.62924053973028
358,Chilaw,5.53,18000,2024,Honda,Dio,2018,1.8764069432883397
362,Matugama,5.58,38000,2024,Honda,Dio,2018,1.884034745337226
367,Trincomalee,6.2,30000,2024,Honda,Dio,2019,1.9740810260220096
368,Gampaha,4.2,31800,2024,Honda,Dio,2015,1.6486586255873816
369,Kalutara,5.15,41000,2024,Honda,Dio,2017,1.8164520818184267
373,Wennappuwa,4.7,43800,2024,Honda,Dio,2016,1.7404661748405046
375,Kandy,5.4,50000,2024,Honda,Dio,2018,1.8562979903656263
376,Galle,3.95,29662,2024,Honda,Dio,2014,1.599387576580599
377,Gampaha,1.85,23152,2024,Honda,Dio,2019,1.0473189942805592
380,Badulla,4.5,29000,2024,Honda,Dio,2017,1.7047480922384253
384,Horana,5.82,41000,2024,Honda,Dio,2019,1.9198594718553708
385,Galle,4.3,37000,2024,Honda,Dio,2016,1.667706820558076
386,Horana,5.82,20000,2024,Honda,Dio,2019,1.9198594718553708
389,Kurunegala,4.45,42588,2024,Honda,Dio,2017,1.6956156086751528
390,Kandy,4.8,79000,2024,Honda,Dio,2016,1.7578579175523736
392,Bandaragama,3.8,14500,2024,Honda,Dio,2014,1.5686159179138452
399,Kurunegala,4.38,48500,2024,Honda,Dio,2016,1.682688374173693
403,Polonnaruwa,4.7,23000,2024,Honda,Dio,2017,1.7404661748405046
405,Balangoda,1.45,52,2024,Honda,Dio,2011,0.8960880245566356
407,Kurunegala,5.7,54400,2024,Honda,Dio,2019,1.9021075263969205
408,Galle,4.35,28000,2024,Honda,Dio,2015,1.6770965609079151
409,Kandy,4.8,37000,2024,Honda,Dio,2017,1.7578579175523736
411,Anuradapura,5.05,49090,2024,Honda,Dio,2017,1.80005827204275
415,Hambantota,2.35,46000,2024,Honda,Dio,2012,1.208960345836975
416,Horana,4.7,16395,2024,Honda,Dio,2017,1.7404661748405046
417,Kandy,3.88,29000,2024,Honda,Dio,2013,1.5851452198650557
420,Gampaha,4.4,25000,2024,Honda,Dio,2015,1.6863989535702288
424,Dehiwala-Mount-Lavinia,4.35,31000,2024,Honda,Dio,2016,1.6770965609079151
428,Panadura,5.75,24000,2024,Honda,Dio,2018,1.9095425048844386
430,Puttalam,2.15,55000,2024,Honda,Dio,2011,1.1474024528375417
431,Piliyandala,3.85,11500,2024,Honda,Dio,2015,1.5789787049493917
432,Kurunegala,3.5,50000,2024,Honda,Dio,2013,1.5040773967762742
433,Gampaha,4.15,10175,2024,Honda,Dio,2014,1.6389967146756448
440,Kandy,5.65,20875,2024,Honda,Dio,2019,1.8946168546677629
441,Ratnapura,6.15,33150,2024,Honda,Dio,2019,1.9671123567059163
443,Kuliyapitiya,5.8,41000,2024,Honda,Dio,2018,1.916922612182061
445,Negombo,4.5,49500,2024,Honda,Dio,2016,1.7047480922384253
446,Wennappuwa,2.0,60000,2024,Honda,Dio,2011,1.0986122886681098
449,Trincomalee,4.85,46000,2024,Honda,Dio,2016,1.766441661243765
451,Kottawa,4.85,47000,2024,Honda,Dio,2017,1.766441661243765
452,Kurunegala,3.25,35000,2024,Honda,Dio,2012,1.4469189829363254
453,Katunayake,4.55,37357,2024,Honda,Dio,2015,1.713797927758343
454,Kandy,5.75,20542,2024,Honda,Dio,2019,1.9095425048844386
465,Chilaw,1.85,56836,2024,Honda,Dio,2010,1.0473189942805592
466,Kandy,4.5,42000,2024,Honda,Dio,2016,1.7047480922384253
467,Matara,3.9,23500,2024,Honda,Dio,2014,1.589235205116581
468,Kottawa,5.75,21630,2024,Honda,Dio,2019,1.9095425048844386
469,Malabe,5.85,19652,2024,Honda,Dio,2019,1.9242486522741338
471,Anuradapura,3.58,38879,2024,Honda,Dio,2014,1.5216989981260935
472,Kalutara,4.35,35000,2024,Honda,Dio,2016,1.6770965609079151
474,Nittambuwa,3.65,45000,2024,Honda,Dio,2013,1.536867219599265
476,Moneragala,4.9,54000,2024,Honda,Dio,2017,1.7749523509116738
477,Chilaw,5.47,20000,2024,Honda,Dio,2018,1.8671761085128091
479,Anuradapura,4.3,12645,2024,Honda,Dio,2015,1.667706820558076
481,Kandy,3.85,35646,2024,Honda,Dio,2014,1.5789787049493917
482,Kandy,5.75,20546,2024,Honda,Dio,2019,1.9095425048844386
488,Matara,2.78,59000,2024,Honda,Dio,2011,1.3297240096314962
489,Kadawatha,5.89,26524,2024,Honda,Dio,2019,1.9300710850255671
490,Kurunegala,5.05,28780,2024,Honda,Dio,2017,1.80005827204275
491,Kurunegala,5.65,24330,2024,Honda,Dio,2019,1.8946168546677629
492,Galle,5.35,40500,2024,Honda,Dio,2017,1.8484548129046001
493,Colombo,4.35,37000,2024,Honda,Dio,2016,1.6770965609079151
494,Ambalangoda,5.75,32000,2024,Honda,Dio,2018,1.9095425048844386
496,Kalutara,6.0,22000,2024,Honda,Dio,2019,1.9459101490553132
498,Matugama,3.95,37400,2024,Honda,Dio,2014,1.599387576580599
499,Matara,4.6,60000,2024,Honda,Dio,2017,1.7227665977411035
501,Nawalapitiya,5.85,35000,2024,Honda,Dio,2019,1.9242486522741338
503,Gampaha,5.38,49000,2024,Honda,Dio,2018,1.8531680973566984
507,Kuliyapitiya,1.75,88888,2024,Honda,Dio,2010,1.0116009116784799
508,Gampaha,4.92,50000,2024,Honda,Dio,2017,1.7783364488959144
509,Wennappuwa,5.15,29523,2024,Honda,Dio,2017,1.8164520818184267
511,Wennappuwa,4.25,46000,2024,Honda,Dio,2015,1.6582280766035324
512,Wennappuwa,3.85,25123,2024,Honda,Dio,2014,1.5789787049493917
513,Balangoda,1.5,56,2024,Honda,Dio,2010,0.9162907318741551
514,Kegalle,4.1,70000,2024,Honda,Dio,2015,1.62924053973028
515,Gampaha,3.9,20000,2024,Honda,Dio,2014,1.589235205116581
516,Gampaha,3.1,40880,2024,Honda,Dio,2013,1.410986973710262
517,Gampaha,4.98,19200,2024,Honda,Dio,2017,1.7884205679625405
518,Dambulla,6.48,29000,2024,Honda,Dio,2020,2.012232791986386
520,Malabe,1.38,28652,2024,Honda,Dio,2017,0.8671004876833833
522,Polonnaruwa,4.4,42000,2024,Honda,Dio,2016,1.6863989535702288
524,Anuradapura,4.28,41000,2024,Honda,Dio,2015,1.6639260977181702
526,Mawanella,6.25,13800,2024,Honda,Dio,2019,1.9810014688665833
527,Kegalle,6.3,29000,2024,Honda,Dio,2019,1.9878743481543455
528,Wattala,4.7,40000,2024,Honda,Dio,2017,1.7404661748405046
529,Divulapitiya,5.58,48498,2024,Honda,Dio,2018,1.884034745337226
531,Chilaw,6.32,14990,2024,Honda,Dio,2019,1.9906103279732201
532,Ratnapura,4.2,44500,2024,Honda,Dio,2015,1.6486586255873816
535,Kalutara,2.25,38800,2024,Honda,Dio,2011,1.1786549963416462
536,Kuliyapitiya,4.1,45000,2024,Honda,Dio,2013,1.62924053973028
537,Tangalle,5.25,32300,2024,Honda,Dio,2018,1.8325814637483102
538,Kandy,5.8,51900,2024,Honda,Dio,2019,1.916922612182061
539,Kalutara,4.35,35000,2024,Honda,Dio,2016,1.6770965609079151
540,Kurunegala,4.55,46000,2024,Honda,Dio,2016,1.713797927758343
541,Kaduwela,4.3,35900,2024,Honda,Dio,2016,1.667706820558076
542,Hambantota,4.15,30000,2024,Honda,Dio,2014,1.6389967146756448
543,Anuradapura,4.7,25000,2024,Honda,Dio,2017,1.7404661748405046
546,Ja-Ela,4.45,20000,2024,Honda,Dio,2016,1.6956156086751528
548,Matara,4.8,36186,2024,Honda,Dio,2017,1.7578579175523736
549,Moratuwa,5.85,30000,2024,Honda,Dio,2019,1.9242486522741338
550,Malabe,5.95,31503,2024,Honda,Dio,2019,1.9387416595767009
552,Hambantota,4.45,38000,2024,Honda,Dio,2016,1.6956156086751528
560,Ambalangoda,6.2,23500,2024,Honda,Dio,2019,1.9740810260220096
564,Galle,5.6,31587,2024,Honda,Dio,2018,1.8870696490323797
565,Galle,6.35,24587,2024,Honda,Dio,2019,1.9947003132247452
567,Malabe,5.25,19652,2024,Honda,Dio,2018,1.8325814637483102
569,Kandy,4.6,48000,2024,Honda,Dio,2017,1.7227665977411035
570,Galle,4.95,39000,2024,Honda,Dio,2016,1.7833912195575383
571,Anuradapura,4.9,29000,2024,Honda,Dio,2017,1.7749523509116738
573,Colombo,4.25,35000,2024,Honda,Dio,2015,1.6582280766035324
575,Anuradapura,6.25,42000,2024,Honda,Dio,2019,1.9810014688665833
580,Chilaw,3.85,49500,2024,Honda,Dio,2014,1.5789787049493917
583,Pannala,4.2,55,2024,Honda,Dio,2015,1.6486586255873816
584,Chilaw,5.42,17000,2024,Honda,Dio,2018,1.8594181177018698
585,Colombo,5.85,27000,2024,Honda,Dio,2019,1.9242486522741338
586,Chilaw,4.92,25000,2024,Honda,Dio,2017,1.7783364488959144
589,Embilipitiya,4.65,35933,2024,Honda,Dio,2017,1.7316555451583497
590,Anuradapura,5.35,25000,2024,Honda,Dio,2018,1.8484548129046001
592,Kurunegala,5.8,48000,2024,Honda,Dio,2019,1.916922612182061
595,Moneragala,4.6,36293,2024,Honda,Dio,2016,1.7227665977411035
596,Hambantota,6.75,20560,2024,Honda,Dio,2020,2.0476928433652555
